category_num,product_code,product_name,description,price,colour,stock_qty
5,SH1,Lavender Bloom,"A stunning lavender suit set featuring intricate floral embroidery and delicate embellishments across the kurta and flowing skirt. Paired with a matching embroidered dupatta, this elegant ensemble creates a graceful and sophisticated look perfect for festive occasions, weddings, and special celebrations.",3500,lavender,10
5,SH1-1,Lavender Bloom,"A stunning lavender suit set featuring intricate floral embroidery and delicate embellishments across the kurta and flowing skirt. Paired with a matching embroidered dupatta, this elegant ensemble creates a graceful and sophisticated look perfect for festive occasions, weddings, and special celebrations.",3500,lavender,10
5,SH1-2,Lavender Bloom,"A stunning lavender suit set featuring intricate floral embroidery and delicate embellishments across the kurta and flowing skirt. Paired with a matching embroidered dupatta, this elegant ensemble creates a graceful and sophisticated look perfect for festive occasions, weddings, and special celebrations.",3500,lavender,10
5,SH1-3,Lavender Bloom,"A stunning lavender suit set featuring intricate floral embroidery and delicate embellishments across the kurta and flowing skirt. Paired with a matching embroidered dupatta, this elegant ensemble creates a graceful and sophisticated look perfect for festive occasions, weddings, and special celebrations.",3500,lavender,10
5,SH2,Midnight Elegance Embroidered,"A stunning black suit set featuring intricate multicolor floral embroidery across the kurta and flowing skirt. Paired with a beautifully embroidered dupatta, this elegant ensemble offers a sophisticated and graceful look perfect for festive events, parties, and special occasions.",3000,black,10
5,SH2-1,Midnight Elegance Embroidered,"A stunning black suit set featuring intricate multicolor floral embroidery across the kurta and flowing skirt. Paired with a beautifully embroidered dupatta, this elegant ensemble offers a sophisticated and graceful look perfect for festive events, parties, and special occasions.",3000,black,10
5,SH3,Ivory Blossom,"A graceful ivory suit set beautifully adorned with delicate multicolor floral embroidery and fine embellishments. Paired with a flowing embroidered sharara and an elegant dupatta with detailed borders, this ensemble offers a timeless and sophisticated look perfect for weddings, festive gatherings, and special occasions.",3000,white,10
5,SH3-1,Ivory Blossom,"A graceful ivory suit set beautifully adorned with delicate multicolor floral embroidery and fine embellishments. Paired with a flowing embroidered sharara and an elegant dupatta with detailed borders, this ensemble offers a timeless and sophisticated look perfect for weddings, festive gatherings, and special occasions.",3000,white,10
5,SH4,Emerald Garden Embroidered,"A stunning deep emerald suit set featuring intricate floral embroidery across the kurta and flowing skirt. Paired with a beautifully detailed dupatta with embroidered borders, this elegant ensemble offers a regal and graceful look perfect for weddings, festive celebrations, and special occasions.",3500,blue,10
5,SH4-1,Emerald Garden Embroidered,"A stunning deep emerald suit set featuring intricate floral embroidery across the kurta and flowing skirt. Paired with a beautifully detailed dupatta with embroidered borders, this elegant ensemble offers a regal and graceful look perfect for weddings, festive celebrations, and special occasions.",3500,blue,10
5,SH5,Ruby Royale Embroidered,"A stunning ruby red suit set beautifully adorned with intricate gold floral embroidery and delicate multicolor accents. Paired with matching embroidered bottoms and a graceful dupatta with detailed borders, this ensemble offers a rich and festive look perfect for weddings, celebrations, and special occasions.",3500,red,10
5,SH5-1,Ruby Royale Embroidered,"A stunning ruby red suit set beautifully adorned with intricate gold floral embroidery and delicate multicolor accents. Paired with matching embroidered bottoms and a graceful dupatta with detailed borders, this ensemble offers a rich and festive look perfect for weddings, celebrations, and special occasions.",3500,red,10
5,SH6,Olive Garden Embroidered,"A beautiful olive green sharara set featuring delicate multicolor floral embroidery on the kurta and intricate detailing on the flowing sharara. Paired with a soft embroidered dupatta, this elegant ensemble offers a graceful and festive look perfect for weddings, celebrations, and special occasions.",3000,green,10
5,SH6-1,Olive Garden Embroidered,"A beautiful olive green sharara set featuring delicate multicolor floral embroidery on the kurta and intricate detailing on the flowing sharara. Paired with a soft embroidered dupatta, this elegant ensemble offers a graceful and festive look perfect for weddings, celebrations, and special occasions.",3000,green,10
5,SH6-2,Olive Garden Embroidered,"A beautiful olive green sharara set featuring delicate multicolor floral embroidery on the kurta and intricate detailing on the flowing sharara. Paired with a soft embroidered dupatta, this elegant ensemble offers a graceful and festive look perfect for weddings, celebrations, and special occasions.",3000,green,10
5,SH6-3,Olive Garden Embroidered,"A beautiful olive green sharara set featuring delicate multicolor floral embroidery on the kurta and intricate detailing on the flowing sharara. Paired with a soft embroidered dupatta, this elegant ensemble offers a graceful and festive look perfect for weddings, celebrations, and special occasions.",3000,green,10
5,SH6-4,Olive Garden Embroidered,"A beautiful olive green sharara set featuring delicate multicolor floral embroidery on the kurta and intricate detailing on the flowing sharara. Paired with a soft embroidered dupatta, this elegant ensemble offers a graceful and festive look perfect for weddings, celebrations, and special occasions.",3000,green,10
6,S1,Classic Noir,"A timeless black suit set featuring elegant traditional prints and intricate patterns throughout the kurta and dupatta. Paired with matching printed bottoms and a graceful dupatta, this outfit offers a sophisticated yet comfortable look perfect for casual gatherings, office wear, and everyday elegance.",1000,black,10
6,"S1-1
",Classic Noir,"A timeless black suit set featuring elegant traditional prints and intricate patterns throughout the kurta and dupatta. Paired with matching printed bottoms and a graceful dupatta, this outfit offers a sophisticated yet comfortable look perfect for casual gatherings, office wear, and everyday elegance.",1000,black,10
6,S1-2,Classic Noir,"A timeless black suit set featuring elegant traditional prints and intricate patterns throughout the kurta and dupatta. Paired with matching printed bottoms and a graceful dupatta, this outfit offers a sophisticated yet comfortable look perfect for casual gatherings, office wear, and everyday elegance.",1000,black,10
6,S2,Midnight Heritage,"A stylish black suit set featuring intricate traditional prints with elegant floral and geometric patterns. Paired with a matching printed dupatta and coordinated bottoms, this outfit offers a blend of classic charm and modern elegance—perfect for casual outings, office wear, and everyday style.",1000,black,10
6,S2-1,Midnight Heritage,"A stylish black suit set featuring intricate traditional prints with elegant floral and geometric patterns. Paired with a matching printed dupatta and coordinated bottoms, this outfit offers a blend of classic charm and modern elegance—perfect for casual outings, office wear, and everyday style.",1000,black,10
6,S2-2,Midnight Heritage,"A stylish black suit set featuring intricate traditional prints with elegant floral and geometric patterns. Paired with a matching printed dupatta and coordinated bottoms, this outfit offers a blend of classic charm and modern elegance—perfect for casual outings, office wear, and everyday style.",1000,black,10
6,S3,Blush Breeze,"A charming blush pink suit set featuring soft stripes and delicate floral prints for a fresh and elegant look. Paired with a matching printed bottom and a lightweight floral dupatta, this outfit offers a comfortable yet stylish choice perfect for everyday wear, casual outings, and daytime gatherings.",1500,pink,10
6,S3-1,Blush Breeze,"A charming blush pink suit set featuring soft stripes and delicate floral prints for a fresh and elegant look. Paired with a matching printed bottom and a lightweight floral dupatta, this outfit offers a comfortable yet stylish choice perfect for everyday wear, casual outings, and daytime gatherings.",1500,pink,10
6,S3-2,Blush Breeze,"A charming blush pink suit set featuring soft stripes and delicate floral prints for a fresh and elegant look. Paired with a matching printed bottom and a lightweight floral dupatta, this outfit offers a comfortable yet stylish choice perfect for everyday wear, casual outings, and daytime gatherings.",1500,pink,10
6,S4,Rose Charm,"A graceful soft pink suit set featuring delicate traditional prints and subtle neckline detailing. Paired with a matching bottom and a lightweight pink and white dupatta, this outfit offers a comfortable yet elegant look perfect for daily wear, casual outings, and relaxed gatherings.",1000,pink,10
6,S4-1,Rose Charm,"A graceful soft pink suit set featuring delicate traditional prints and subtle neckline detailing. Paired with a matching bottom and a lightweight pink and white dupatta, this outfit offers a comfortable yet elegant look perfect for daily wear, casual outings, and relaxed gatherings.",1000,pink,10
6,S4-2,Rose Charm,"A graceful soft pink suit set featuring delicate traditional prints and subtle neckline detailing. Paired with a matching bottom and a lightweight pink and white dupatta, this outfit offers a comfortable yet elegant look perfect for daily wear, casual outings, and relaxed gatherings.",1000,pink,10
6,S5,Teal Blossom,"A refreshing teal suit set featuring delicate floral prints and subtle embroidered detailing on the neckline. Paired with a coordinated printed dupatta and matching bottoms, this outfit offers a comfortable yet stylish look perfect for everyday wear, casual outings, and relaxed gatherings.",1500,blue,10
6,S5-1,Teal Blossom,"A refreshing teal suit set featuring delicate floral prints and subtle embroidered detailing on the neckline. Paired with a coordinated printed dupatta and matching bottoms, this outfit offers a comfortable yet stylish look perfect for everyday wear, casual outings, and relaxed gatherings.",1500,blue,10
6,S5-2,Teal Blossom,"A refreshing teal suit set featuring delicate floral prints and subtle embroidered detailing on the neckline. Paired with a coordinated printed dupatta and matching bottoms, this outfit offers a comfortable yet stylish look perfect for everyday wear, casual outings, and relaxed gatherings.",1500,blue,10
6,S6,Lavender Mist,"A soft lavender suit set featuring delicate traditional prints and subtle embroidered detailing on the neckline. Paired with matching bottoms and a lightweight printed dupatta, this outfit offers a graceful and comfortable look perfect for everyday wear, casual outings, and daytime gatherings.",1500,lavender,10
6,S6-1,Lavender Mist,"A soft lavender suit set featuring delicate traditional prints and subtle embroidered detailing on the neckline. Paired with matching bottoms and a lightweight printed dupatta, this outfit offers a graceful and comfortable look perfect for everyday wear, casual outings, and daytime gatherings.",1500,lavender,10
6,S6-2,Lavender Mist,"A soft lavender suit set featuring delicate traditional prints and subtle embroidered detailing on the neckline. Paired with matching bottoms and a lightweight printed dupatta, this outfit offers a graceful and comfortable look perfect for everyday wear, casual outings, and daytime gatherings.",1500,lavender,10
6,S7,Rose Blossom,"A beautiful pink printed suit set with delicate floral patterns and traditional prints. Paired with matching bottoms and a coordinating dupatta, it is perfect for casual outings and everyday ethnic wear.",2000,pink,10
6,S7-1,Rose Blossom,"A beautiful pink printed suit set with delicate floral patterns and traditional prints. Paired with matching bottoms and a coordinating dupatta, it is perfect for casual outings and everyday ethnic wear.",2000,pink,10
6,S7-2,Rose Blossom,"A beautiful pink printed suit set with delicate floral patterns and traditional prints. Paired with matching bottoms and a coordinating dupatta, it is perfect for casual outings and everyday ethnic wear.",2000,pink,10
6,S8,Teal Grace,"A stylish teal printed suit set featuring delicate traditional patterns. Paired with matching bottoms and a coordinated dupatta, it offers a comfortable and elegant look for everyday wear and casual outings.",1200,blue,10
6,S8-1,Teal Grace,"A stylish teal printed suit set featuring delicate traditional patterns. Paired with matching bottoms and a coordinated dupatta, it offers a comfortable and elegant look for everyday wear and casual outings.",1200,blue,10
6,S8-2,Teal Grace,"A stylish teal printed suit set featuring delicate traditional patterns. Paired with matching bottoms and a coordinated dupatta, it offers a comfortable and elegant look for everyday wear and casual outings.",1200,blue,10
6,S9,Blush Bloom,"A graceful cream and pink printed suit set featuring delicate floral patterns. Paired with matching bottoms and a coordinated dupatta, it offers a soft and elegant look perfect for everyday wear and casual occasions.",1200,pink,10
6,S9-1,Blush Bloom,"A graceful cream and pink printed suit set featuring delicate floral patterns. Paired with matching bottoms and a coordinated dupatta, it offers a soft and elegant look perfect for everyday wear and casual occasions.",1200,pink,10
6,S9-2,Blush Bloom,"A graceful cream and pink printed suit set featuring delicate floral patterns. Paired with matching bottoms and a coordinated dupatta, it offers a soft and elegant look perfect for everyday wear and casual occasions.",1200,pink,10
6,S10,Ivory Blossom,"A charming ivory printed suit set featuring delicate floral motifs in warm tones. Paired with matching bottoms and a beautifully printed dupatta, it creates a comfortable and elegant look perfect for everyday wear and casual outings.",1200,white,10
6,S10-1,Ivory Blossom,"A charming ivory printed suit set featuring delicate floral motifs in warm tones. Paired with matching bottoms and a beautifully printed dupatta, it creates a comfortable and elegant look perfect for everyday wear and casual outings.",1200,white,10
6,S10-2,Ivory Blossom,"A charming ivory printed suit set featuring delicate floral motifs in warm tones. Paired with matching bottoms and a beautifully printed dupatta, it creates a comfortable and elegant look perfect for everyday wear and casual outings.",1200,white,10
6,S11,Rosewood Printed,"A stylish rosewood printed suit set featuring elegant traditional patterns. Paired with matching bottoms and a coordinated dupatta, it offers a graceful and comfortable look for everyday wear and casual outings.",1500,brown,10
6,S11-1,Rosewood Printed,"A stylish rosewood printed suit set featuring elegant traditional patterns. Paired with matching bottoms and a coordinated dupatta, it offers a graceful and comfortable look for everyday wear and casual outings.",1500,brown,10
6,S11-2,Rosewood Printed,"A stylish rosewood printed suit set featuring elegant traditional patterns. Paired with matching bottoms and a coordinated dupatta, it offers a graceful and comfortable look for everyday wear and casual outings.",1500,brown,10
6,S12,Pink Garden,"A beautiful pink printed suit set featuring elegant floral patterns. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look perfect for casual outings and everyday wear.",1500,pink,10
6,S12-1,Pink Garden,"A beautiful pink printed suit set featuring elegant floral patterns. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look perfect for casual outings and everyday wear.",1500,pink,10
6,S12-2,Pink Garden,"A beautiful pink printed suit set featuring elegant floral patterns. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look perfect for casual outings and everyday wear.",1500,pink,10
6,S13,Cream Paisley,"A graceful cream suit set featuring delicate paisley prints and subtle traditional patterns. Paired with matching bottoms and a coordinated dupatta, it offers a comfortable and elegant look for everyday wear.",1000,white,10
6,S13-1,Cream Paisley,"A graceful cream suit set featuring delicate paisley prints and subtle traditional patterns. Paired with matching bottoms and a coordinated dupatta, it offers a comfortable and elegant look for everyday wear.",1000,white,10
6,S13-2,Cream Paisley,"A graceful cream suit set featuring delicate paisley prints and subtle traditional patterns. Paired with matching bottoms and a coordinated dupatta, it offers a comfortable and elegant look for everyday wear.",1000,white,10
6,S14,Beige Rust,"An elegant beige suit set featuring delicate traditional prints with rust-toned accents. Paired with matching bottoms and a beautifully patterned dupatta, it offers a graceful and comfortable look for everyday wear and casual occasions.",1200,biege,10
6,S14-1,Beige Rust,"An elegant beige suit set featuring delicate traditional prints with rust-toned accents. Paired with matching bottoms and a beautifully patterned dupatta, it offers a graceful and comfortable look for everyday wear and casual occasions.",1200,biege,10
6,S14-2,Beige Rust,"An elegant beige suit set featuring delicate traditional prints with rust-toned accents. Paired with matching bottoms and a beautifully patterned dupatta, it offers a graceful and comfortable look for everyday wear and casual occasions.",1200,biege,10
6,S15,Rust Charm,"A vibrant rust-colored suit set featuring elegant traditional prints. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look for everyday wear and casual occasions.",2000,orange,10
6,S15-1,Rust Charm,"A vibrant rust-colored suit set featuring elegant traditional prints. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look for everyday wear and casual occasions.",2000,orange,10
6,S15-2,Rust Charm,"A vibrant rust-colored suit set featuring elegant traditional prints. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look for everyday wear and casual occasions.",2000,orange,10
6,S16,Crimson Bloom,"A stunning crimson suit set featuring elegant floral prints and traditional detailing. Paired with matching bottoms and a coordinated dupatta, it creates a graceful look perfect for casual outings and festive wear.",1500,red,10
6,S16-1,Crimson Bloom,"A stunning crimson suit set featuring elegant floral prints and traditional detailing. Paired with matching bottoms and a coordinated dupatta, it creates a graceful look perfect for casual outings and festive wear.",1500,red,10
6,S16-2,Crimson Bloom,"A stunning crimson suit set featuring elegant floral prints and traditional detailing. Paired with matching bottoms and a coordinated dupatta, it creates a graceful look perfect for casual outings and festive wear.",1500,red,10
6,S17,Twilight Floral,"A stylish navy blue suit set featuring bold floral prints and elegant patterns. Paired with matching bottoms and a coordinated dupatta, it offers a chic and comfortable look for casual outings and everyday wear.",1000,blue,10
6,S17-1,Twilight Floral,"A stylish navy blue suit set featuring bold floral prints and elegant patterns. Paired with matching bottoms and a coordinated dupatta, it offers a chic and comfortable look for casual outings and everyday wear.",1000,blue,10
6,S17-2,Twilight Floral,"A stylish navy blue suit set featuring bold floral prints and elegant patterns. Paired with matching bottoms and a coordinated dupatta, it offers a chic and comfortable look for casual outings and everyday wear.",1000,blue,10
6,S18,Fuchsia Blossom,"A vibrant fuchsia suit set featuring delicate floral prints throughout the fabric. Paired with matching bottoms and a coordinated dupatta, it offers a bright and elegant look perfect for casual outings and everyday ethnic wear.",1200,purple,10
6,S18-1,Fuchsia Blossom,"A vibrant fuchsia suit set featuring delicate floral prints throughout the fabric. Paired with matching bottoms and a coordinated dupatta, it offers a bright and elegant look perfect for casual outings and everyday ethnic wear.",1200,purple,10
6,S18-2,Fuchsia Blossom,"A vibrant fuchsia suit set featuring delicate floral prints throughout the fabric. Paired with matching bottoms and a coordinated dupatta, it offers a bright and elegant look perfect for casual outings and everyday ethnic wear.",1200,purple,10
6,S19,Sunshine Charm,"A bright yellow printed suit set featuring elegant traditional patterns and geometric motifs. Paired with matching bottoms and a coordinated dupatta, it offers a fresh and cheerful look perfect for everyday wear and casual outings.",1000,yellow,10
6,S19-1,Sunshine Charm,"A bright yellow printed suit set featuring elegant traditional patterns and geometric motifs. Paired with matching bottoms and a coordinated dupatta, it offers a fresh and cheerful look perfect for everyday wear and casual outings.",1000,yellow,10
6,S19-2,Sunshine Charm,"A bright yellow printed suit set featuring elegant traditional patterns and geometric motifs. Paired with matching bottoms and a coordinated dupatta, it offers a fresh and cheerful look perfect for everyday wear and casual outings.",1000,yellow,10
6,S20,Maroon Heritage,"An elegant maroon suit set featuring traditional motifs and detailed prints. Paired with matching bottoms and a beautifully patterned dupatta, it offers a graceful look perfect for casual and festive occasions.",1200,purple,10
6,S20-1,Maroon Heritage,"An elegant maroon suit set featuring traditional motifs and detailed prints. Paired with matching bottoms and a beautifully patterned dupatta, it offers a graceful look perfect for casual and festive occasions.",1200,purple,10
6,S20-2,Maroon Heritage,"An elegant maroon suit set featuring traditional motifs and detailed prints. Paired with matching bottoms and a beautifully patterned dupatta, it offers a graceful look perfect for casual and festive occasions.",1200,purple,10
6,S21,Teal Elegance,"A graceful teal suit set featuring delicate traditional motifs and subtle detailing. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look perfect for everyday wear and casual occasions.",1500,blue,10
6,S21-1,Teal Elegance,"A graceful teal suit set featuring delicate traditional motifs and subtle detailing. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look perfect for everyday wear and casual occasions.",1500,blue,10
6,S21-2,Teal Elegance,"A graceful teal suit set featuring delicate traditional motifs and subtle detailing. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look perfect for everyday wear and casual occasions.",1500,blue,10
6,S22,Olive Grace,"A beautiful olive green suit set featuring elegant traditional prints and subtle patterns. Paired with matching bottoms and a coordinated dupatta, it offers a fresh and comfortable look perfect for everyday wear and casual outings.",1000,green,10
6,S22-1,Olive Grace,"A beautiful olive green suit set featuring elegant traditional prints and subtle patterns. Paired with matching bottoms and a coordinated dupatta, it offers a fresh and comfortable look perfect for everyday wear and casual outings.",1000,green,10
6,S22-2,Olive Grace,"A beautiful olive green suit set featuring elegant traditional prints and subtle patterns. Paired with matching bottoms and a coordinated dupatta, it offers a fresh and comfortable look perfect for everyday wear and casual outings.",1000,green,10
6,S23,Midnight Indigo,"A graceful indigo suit set featuring elegant traditional prints and intricate neckline detailing. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look perfect for everyday wear and casual occasions.",1000,black,10
6,S23-1,Midnight Indigo,"A graceful indigo suit set featuring elegant traditional prints and intricate neckline detailing. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look perfect for everyday wear and casual occasions.",1000,black,10
6,S23-2,Midnight Indigo,"A graceful indigo suit set featuring elegant traditional prints and intricate neckline detailing. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look perfect for everyday wear and casual occasions.",1000,black,10
6,S24,Noir Ruby,"A stylish black suit set featuring rich ruby-red traditional prints and detailed neckline work. Paired with matching bottoms and a beautifully patterned dupatta, it creates a graceful look perfect for casual and festive occasions.",1500,black,10
6,S24-1,Noir Ruby,"A stylish black suit set featuring rich ruby-red traditional prints and detailed neckline work. Paired with matching bottoms and a beautifully patterned dupatta, it creates a graceful look perfect for casual and festive occasions.",1500,black,10
6,S24-2,Noir Ruby,"A stylish black suit set featuring rich ruby-red traditional prints and detailed neckline work. Paired with matching bottoms and a beautifully patterned dupatta, it creates a graceful look perfect for casual and festive occasions.",1500,black,10
6,S25,Maroon Royal,"A rich maroon suit set featuring elegant traditional prints and detailed neckline work. Paired with matching bottoms and a beautifully patterned dupatta, it creates a graceful look perfect for festive and special occasions.",1500,red,10
6,S25-1,Maroon Royal,"A rich maroon suit set featuring elegant traditional prints and detailed neckline work. Paired with matching bottoms and a beautifully patterned dupatta, it creates a graceful look perfect for festive and special occasions.",1500,red,10
6,S25-2,Maroon Royal,"A rich maroon suit set featuring elegant traditional prints and detailed neckline work. Paired with matching bottoms and a beautifully patterned dupatta, it creates a graceful look perfect for festive and special occasions.",1500,red,10
6,S26,Midnight Royal,"A sophisticated black suit set featuring elegant traditional patterns and detailed neckline work. Paired with matching bottoms and a richly patterned dupatta, it creates a graceful look perfect for festive and evening occasions.",1200,black,10
6,S26-1,Midnight Royal,"A sophisticated black suit set featuring elegant traditional patterns and detailed neckline work. Paired with matching bottoms and a richly patterned dupatta, it creates a graceful look perfect for festive and evening occasions.",1200,black,10
6,S26-2,Midnight Royal,"A sophisticated black suit set featuring elegant traditional patterns and detailed neckline work. Paired with matching bottoms and a richly patterned dupatta, it creates a graceful look perfect for festive and evening occasions.",1200,black,10
6,S27,Ruby Classic,"A beautiful ruby red suit set featuring elegant traditional prints and detailed neckline design. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look perfect for everyday wear and casual occasions.",1200,red,10
6,S27-1,Ruby Classic,"A beautiful ruby red suit set featuring elegant traditional prints and detailed neckline design. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look perfect for everyday wear and casual occasions.",1200,red,10
6,S27-2,Ruby Classic,"A beautiful ruby red suit set featuring elegant traditional prints and detailed neckline design. Paired with matching bottoms and a coordinated dupatta, it offers a stylish and comfortable look perfect for everyday wear and casual occasions.",1200,red,10
6,S28,Coral Glow,"A vibrant coral suit set featuring elegant traditional prints and delicate patterns. Paired with matching bottoms and a coordinated dupatta, it offers a graceful and comfortable look perfect for casual and festive occasions.",2000,orange,10
6,S28-1,Coral Glow,"A vibrant coral suit set featuring elegant traditional prints and delicate patterns. Paired with matching bottoms and a coordinated dupatta, it offers a graceful and comfortable look perfect for casual and festive occasions.",2000,orange,10
6,S28-2,Coral Glow,"A vibrant coral suit set featuring elegant traditional prints and delicate patterns. Paired with matching bottoms and a coordinated dupatta, it offers a graceful and comfortable look perfect for casual and festive occasions.",2000,orange,10
6,S29,Azure Charm,"A beautiful azure blue suit set featuring elegant traditional prints and circular motifs. Paired with matching bottoms and a coordinated dupatta, it offers a graceful and comfortable look perfect for everyday wear and casual outings.",2000,blue,10
6,S29-1,Azure Charm,"A beautiful azure blue suit set featuring elegant traditional prints and circular motifs. Paired with matching bottoms and a coordinated dupatta, it offers a graceful and comfortable look perfect for everyday wear and casual outings.",1200,blue,10
6,S29-2,Azure Charm,"A beautiful azure blue suit set featuring elegant traditional prints and circular motifs. Paired with matching bottoms and a coordinated dupatta, it offers a graceful and comfortable look perfect for everyday wear and casual outings.",1200,blue,10
6,S30,Olive Classic,"A graceful olive green suit set featuring elegant traditional prints and subtle patterns. Paired with matching bottoms and a coordinated dupatta, it offers a comfortable and stylish look perfect for everyday wear and casual occasions.",1500,green,10
6,S30-1,Olive Classic,"A graceful olive green suit set featuring elegant traditional prints and subtle patterns. Paired with matching bottoms and a coordinated dupatta, it offers a comfortable and stylish look perfect for everyday wear and casual occasions.",1500,green,10
6,S31,Sunshine Mustard,A vibrant mustard yellow suit set featuring delicate traditional prints and a flowing dupatta. Perfect for adding a bright and elegant touch to your everyday or festive wardrobe.,1500,yellow,10
6,S31-1,Sunshine Mustard,A vibrant mustard yellow suit set featuring delicate traditional prints and a flowing dupatta. Perfect for adding a bright and elegant touch to your everyday or festive wardrobe.,1200,yellow,10
6,S31-2,Sunshine Mustard,A vibrant mustard yellow suit set featuring delicate traditional prints and a flowing dupatta. Perfect for adding a bright and elegant touch to your everyday or festive wardrobe.,1200,yellow,10
6,S32,Royal Plum,"A stylish plum purple suit set featuring elegant circular prints and a matching patterned dupatta. Comfortable and graceful, it’s perfect for casual outings or festive gatherings.",1000,purple,10
6,S32-1,Royal Plum,"A stylish plum purple suit set featuring elegant circular prints and a matching patterned dupatta. Comfortable and graceful, it’s perfect for casual outings or festive gatherings.",1000,purple,10
6,S32-2,Royal Plum,"A stylish plum purple suit set featuring elegant circular prints and a matching patterned dupatta. Comfortable and graceful, it’s perfect for casual outings or festive gatherings.",1000,purple,10
6,S33,Lime Zari,"A refreshing lime green suit set featuring delicate dotted prints, intricate zari embroidery, and a beautifully patterned dupatta. Elegant and comfortable, perfect for festive and daytime occasions.",1500,green,10
6,S33-1,Lime Zari,"A refreshing lime green suit set featuring delicate dotted prints, intricate zari embroidery, and a beautifully patterned dupatta. Elegant and comfortable, perfect for festive and daytime occasions.",1500,green,10
6,S33-2,Lime Zari,"A refreshing lime green suit set featuring delicate dotted prints, intricate zari embroidery, and a beautifully patterned dupatta. Elegant and comfortable, perfect for festive and daytime occasions.",1500,green,10
6,S34,Wine Heritage,"An elegant wine-colored suit set featuring traditional prints and a coordinated dupatta. Stylish and comfortable, perfect for festive occasions and graceful everyday wear",1000,purple,10
6,S34-1,Wine Heritage,"An elegant wine-colored suit set featuring traditional prints and a coordinated dupatta. Stylish and comfortable, perfect for festive occasions and graceful everyday wear",1000,purple,10
6,S34-2,Wine Heritage,"An elegant wine-colored suit set featuring traditional prints and a coordinated dupatta. Stylish and comfortable, perfect for festive occasions and graceful everyday wear",1000,purple,10